,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s2,S 70,6,2375,2.375,0.19799999999999995,0
44,s2,S 70,6,8900,8.9,0.032999999999999474,0
63,s2,S 70,6,12576,12.576,0.36400000000000077,0
74,s2,S 70,6,14614,14.614,0.3150000000000013,2
89,s2,S 70,6,17064,17.064,0.254999999999999,0
113,s2,S 70,6,21551,21.551,0.14599999999999724,0
120,s2,S 70,6,22773,22.773,0.11299999999999955,0
145,s2,S 70,6,27262,27.262,0.004999999999999005,0
163,s2,S 70,6,30526,30.526,0.34299999999999997,0
174,s2,S 70,6,32564,32.564,0.28999999999999915,0
182,s2,S 70,6,34196,34.196,0.25,0
190,s2,S 70,6,35827,35.827,0.21099999999999852,0
214,s2,S 70,6,40318,40.318,0.09999999999999432,0
220,s2,S 70,6,41538,41.538,0.06999999999999318,0
228,s2,S 70,6,43174,43.174,0.03399999999999892,0
268,s2,S 70,6,50519,50.519,0.27299999999999613,0
281,s2,S 70,6,52962,52.962,0.20600000000000307,0
