,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s2,S 73,9,4743,4.743,0.3879999999999999,0
38,s2,S 73,9,15353,15.353,0.13400000000000034,0
63,s2,S 73,9,24328,24.328,0.7429999999999986,0
67,s2,S 73,9,25967,25.967,0.7159999999999975,0
80,s2,S 73,9,30860,30.86,0.5919999999999987,0
84,s2,S 73,9,32493,32.493,0.5560000000000009,0
98,s2,S 73,9,38202,38.202,0.4059999999999988,0
129,s2,S 73,9,49629,49.629,0.13599999999999568,0
144,s2,S 73,9,55342,55.342,0.8159999999999954,0
195,s2,S 73,9,73288,73.288,0.38299999999999557,0
227,s2,S 73,9,84716,84.716,0.10999999999999943,0
239,s2,S 73,9,89612,89.612,0.8169999999999931,0
249,s2,S 73,9,93689,93.689,0.7199999999999989,0
255,s2,S 73,9,96131,96.131,0.6560000000000059,0
279,s2,S 73,9,105107,105.107,0.4380000000000024,0
313,s2,S 73,9,117350,117.35,0.14099999999999113,0
