,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s2,S 68,4,1761,1.761,0.0,0
3,s2,S 68,4,4206,4.206,0.8090000000000006,1
14,s2,S 68,4,8292,8.292,0.2680000000000007,1
19,s2,S 68,4,9919,9.919,0.22600000000000087,1
26,s2,S 68,4,12367,12.367,0.16600000000000037,1
39,s2,S 68,4,17263,17.263,0.037000000000002586,1
44,s2,S 68,4,18899,18.899,0.010999999999999233,1
55,s2,S 68,4,22971,22.971,0.7340000000000018,1
66,s2,S 68,4,27053,27.053,0.6400000000000006,1
97,s2,S 68,4,39292,39.292,0.3340000000000032,1
104,s2,S 68,4,41738,41.738,0.2710000000000008,1
121,s2,S 68,4,48269,48.269,0.11299999999999955,1
130,s2,S 68,4,51530,51.53,0.03200000000000358,1
158,s2,S 68,4,62953,62.953,0.5910000000000011,1
167,s2,S 68,4,66218,66.218,0.5130000000000052,1
172,s2,S 68,4,67856,67.856,0.4709999999999894,1
181,s2,S 68,4,71121,71.121,0.3999999999999915,1
190,s2,S 68,4,74376,74.376,0.30800000000000693,1
201,s2,S 68,4,78459,78.459,0.20900000000000318,1
214,s2,S 68,4,83357,83.357,0.09499999999999886,1
219,s2,S 68,4,84984,84.984,0.046999999999997044,1
224,s2,S 68,4,86620,86.62,0.014000000000010004,1
230,s2,S 68,4,89073,89.073,0.796999999999997,1
241,s2,S 68,4,93148,93.148,0.6859999999999928,1
246,s2,S 68,4,94777,94.777,0.6430000000000007,1
251,s2,S 68,4,96410,96.41,0.6079999999999899,1
262,s2,S 68,4,100491,100.491,0.5109999999999957,1
269,s2,S 68,4,102942,102.942,0.4479999999999933,1
278,s2,S 68,4,106202,106.202,0.367999999999995,1
293,s2,S 68,4,111911,111.911,0.22299999999999898,1
300,s2,S 68,4,114361,114.361,0.16800000000000637,1
305,s2,S 68,4,115991,115.991,0.12600000000000477,1
310,s2,S 68,4,117628,117.628,0.08899999999999864,1
319,s2,S 68,4,120891,120.891,0.006000000000000227,1
