,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
16,s1,S  3,3,8088,8.088,0.5719999999999992,0
22,s1,S  3,3,10598,10.598,0.6379999999999999,2
27,s1,S  3,3,12266,12.266,0.6679999999999993,0
38,s1,S  3,3,16454,16.454,0.31400000000000006,0
47,s1,S  3,3,19796,19.796,0.03500000000000014,0
75,s1,S  3,3,29822,29.822,0.27199999999999847,0
102,s1,S  3,3,39861,39.861,0.5209999999999937,0
111,s1,S  3,3,43200,43.2,0.5990000000000038,2
123,s1,S  3,3,47383,47.383,0.7020000000000053,0
127,s1,S  3,3,49054,49.054,0.740000000000002,0
144,s1,S  3,3,55737,55.737,0.08400000000000318,0
172,s1,S  3,3,65778,65.778,0.3240000000000123,0
185,s1,S  3,3,70792,70.792,0.44599999999999795,0
202,s1,S  3,3,77482,77.482,0.605000000000004,0
211,s1,S  3,3,80825,80.825,0.6899999999999977,0
240,s1,S  3,3,90849,90.849,0.10699999999999932,0
257,s1,S  3,3,97543,97.543,0.2670000000000101,0
268,s1,S  3,3,101717,101.717,0.3610000000000042,0
280,s1,S  3,3,106736,106.736,0.4860000000000042,0
302,s1,S  3,3,115094,115.094,0.6899999999999977,2
313,s1,S  3,3,119275,119.275,0.7900000000000063,0
