,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
18,s2,S 70,6,8971,8.971,0.2989999999999995,0
48,s2,S 70,6,19574,19.574,0.030000000000001137,0
57,s2,S 70,6,23652,23.652,0.7690000000000019,0
68,s2,S 70,6,27734,27.734,0.6710000000000029,0
84,s2,S 70,6,33446,33.446,0.527000000000001,0
90,s2,S 70,6,35895,35.895,0.4720000000000013,0
100,s2,S 70,6,39977,39.977,0.3719999999999999,0
109,s2,S 70,6,43236,43.236,0.28299999999999415,0
125,s2,S 70,6,48952,48.952,0.1490000000000009,0
155,s2,S 70,6,59554,59.554,0.7190000000000012,0
174,s2,S 70,6,66899,66.899,0.5430000000000064,0
183,s2,S 70,6,70167,70.167,0.4690000000000083,0
187,s2,S 70,6,71797,71.797,0.4230000000000018,0
196,s2,S 70,6,75062,75.062,0.34199999999999875,0
204,s2,S 70,6,78324,78.324,0.26899999999999125,0
243,s2,S 70,6,92197,92.197,0.7630000000000052,0
256,s2,S 70,6,97087,97.087,0.6310000000000002,0
263,s2,S 70,6,99536,99.536,0.5760000000000076,0
295,s2,S 70,6,110957,110.957,0.29699999999999704,0
