,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 73,9,5106,5.106,0.8209999999999997,1
10,s2,S 73,9,8363,8.363,0.29999999999999893,1
17,s2,S 73,9,10817,10.817,0.24399999999999977,1
24,s2,S 73,9,13262,13.262,0.18400000000000105,1
33,s2,S 73,9,16524,16.524,0.09700000000000131,1
53,s2,S 73,9,24684,24.684,0.740000000000002,1
58,s2,S 73,9,26319,26.319,0.6980000000000004,1
63,s2,S 73,9,27947,27.947,0.6589999999999989,1
80,s2,S 73,9,34477,34.477,0.49799999999999756,1
97,s2,S 73,9,41004,41.004,0.3339999999999961,1
106,s2,S 73,9,44264,44.264,0.24800000000000466,1
121,s2,S 73,9,49981,49.981,0.1180000000000021,1
133,s2,S 73,9,54064,54.064,0.020000000000003126,1
148,s2,S 73,9,60592,60.592,0.6929999999999978,1
157,s2,S 73,9,63847,63.847,0.6030000000000015,1
162,s2,S 73,9,65486,65.486,0.5799999999999983,1
173,s2,S 73,9,69561,69.561,0.4680000000000035,1
186,s2,S 73,9,74462,74.462,0.3580000000000041,1
199,s2,S 73,9,79353,79.353,0.23499999999999943,1
204,s2,S 73,9,80990,80.99,0.19699999999998852,1
217,s2,S 73,9,85880,85.88,0.06799999999999784,1
222,s2,S 73,9,87518,87.518,0.03900000000000148,1
230,s2,S 73,9,90776,90.776,0.7830000000000013,1
255,s2,S 73,9,100567,100.567,0.5459999999999923,1
260,s2,S 73,9,102205,102.205,0.5130000000000052,1
269,s2,S 73,9,105463,105.463,0.42099999999999227,1
274,s2,S 73,9,107097,107.097,0.38299999999999557,1
289,s2,S 73,9,112809,112.809,0.24899999999999523,1
310,s2,S 73,9,120969,120.969,0.04799999999998761,1
