,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
26,s2,S 68,4,11500,11.5,0.16300000000000026,0
51,s2,S 68,4,22107,22.107,0.7420000000000009,0
117,s2,S 68,4,46589,46.589,0.14499999999999602,0
123,s2,S 68,4,49031,49.031,0.07600000000000051,0
129,s2,S 68,4,51478,51.478,0.015999999999998238,0
136,s2,S 68,4,54747,54.747,0.7740000000000009,0
140,s2,S 68,4,56379,56.379,0.732999999999997,0
202,s2,S 68,4,80041,80.041,0.15099999999999625,0
206,s2,S 68,4,81672,81.672,0.11099999999999,0
231,s2,S 68,4,91466,91.466,0.7079999999999984,0
243,s2,S 68,4,96363,96.363,0.590999999999994,0
295,s2,S 68,4,115936,115.936,0.09800000000001319,0
