,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  1,1,1253,1.253,0.0,1
4,s1,S  1,1,3765,3.765,0.835,1
13,s1,S  1,1,7106,7.106,0.476,1
18,s1,S  1,1,8781,8.781,0.527000000000001,1
23,s1,S  1,1,10452,10.452,0.5640000000000001,1
32,s1,S  1,1,13796,13.796,0.6429999999999989,1
41,s1,S  1,1,17145,17.145,0.7300000000000004,1
53,s1,S  1,1,21317,21.317,0.0070000000000014495,1
62,s1,S  1,1,24662,24.662,0.08099999999999952,1
67,s1,S  1,1,26335,26.335,0.1280000000000001,1
76,s1,S  1,1,29683,29.683,0.2079999999999984,1
83,s1,S  1,1,32190,32.19,0.27399999999999736,1
92,s1,S  1,1,35531,35.531,0.3440000000000012,1
111,s1,S  1,1,43061,43.061,0.5319999999999965,1
116,s1,S  1,1,44723,44.723,0.5640000000000001,1
121,s1,S  1,1,46398,46.398,0.6100000000000065,1
134,s1,S  1,1,51418,51.418,0.7299999999999969,1
141,s1,S  1,1,53919,53.919,0.7849999999999966,1
149,s1,S  1,1,56432,56.432,0.030999999999998806,1
154,s1,S  1,1,58104,58.104,0.07000000000000028,1
167,s1,S  1,1,63124,63.124,0.19900000000000517,1
172,s1,S  1,1,64795,64.795,0.2360000000000042,1
179,s1,S  1,1,67301,67.301,0.2950000000000017,1
188,s1,S  1,1,70639,70.639,0.37299999999999045,1
195,s1,S  1,1,73148,73.148,0.4329999999999927,1
200,s1,S  1,1,74819,74.819,0.46999999999999886,1
213,s1,S  1,1,79835,79.835,0.5929999999999893,1
220,s1,S  1,1,82342,82.342,0.6440000000000055,1
225,s1,S  1,1,84024,84.024,0.6940000000000026,1
234,s1,S  1,1,87365,87.365,0.7740000000000009,1
242,s1,S  1,1,89867,89.867,0.014000000000010004,1
247,s1,S  1,1,91543,91.543,0.05300000000001148,1
256,s1,S  1,1,94885,94.885,0.13300000000000978,1
263,s1,S  1,1,97392,97.392,0.1979999999999933,1
270,s1,S  1,1,99908,99.908,0.2600000000000051,1
281,s1,S  1,1,104081,104.081,0.35600000000000875,1
288,s1,S  1,1,106589,106.589,0.41899999999999693,1
293,s1,S  1,1,108260,108.26,0.45600000000000307,1
298,s1,S  1,1,109937,109.937,0.49500000000000455,1
305,s1,S  1,1,112445,112.445,0.5609999999999928,1
324,s1,S  1,1,119967,119.967,0.7409999999999997,1
