,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
99,response,S132,4,19724,19.724,0.2270000000000003
207,response,S132,4,38712,38.712,0.04000000000000625
279,response,S132,4,51671,51.671,0.08299999999999841
