,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
9,s2,S 70,6,3021,6.042,0.3799999999999999,0
21,s2,S 70,6,5062,10.124,0.2840000000000007,0
27,s2,S 70,6,6285,12.57,0.2140000000000004,0
49,s2,S 70,6,10362,20.724,0.01600000000000179,0
70,s2,S 70,6,14443,28.886,0.6539999999999999,0
91,s2,S 70,6,18115,36.23,0.46999999999999886,0
134,s2,S 70,6,25866,51.732,0.0899999999999963,0
153,s2,S 70,6,29539,59.078,0.7439999999999998,0
176,s2,S 70,6,33620,67.24,0.5480000000000018,0
180,s2,S 70,6,34434,68.868,0.5039999999999907,0
191,s2,S 70,6,36474,72.948,0.40399999999999636,0
220,s2,S 70,6,41775,83.55,0.13400000000000034,0
238,s2,S 70,6,45449,90.898,0.7939999999999969,0
254,s2,S 70,6,48303,96.606,0.6559999999999917,0
278,s2,S 70,6,52794,105.588,0.4379999999999882,0
291,s2,S 70,6,55241,110.482,0.3160000000000025,0
309,s2,S 70,6,58506,117.012,0.15800000000000125,0
313,s2,S 70,6,59319,118.638,0.11400000000000432,0
