,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 70,6,2137,4.274,0.42200000000000015,0
14,s2,S 70,6,3769,7.538,0.3380000000000001,0
28,s2,S 70,6,6214,12.428,0.21000000000000085,0
54,s2,S 70,6,11112,22.224,0.8120000000000012,0
63,s2,S 70,6,12744,25.488,0.7360000000000007,0
67,s2,S 70,6,13560,27.12,0.6880000000000024,0
73,s2,S 70,6,14781,29.562,0.6300000000000026,0
104,s2,S 70,6,20494,40.988,0.3539999999999992,0
131,s2,S 70,6,25392,50.784,0.11599999999999966,0
139,s2,S 70,6,27024,54.048,0.03200000000000358,0
142,s2,S 70,6,27836,55.672,0.8119999999999976,0
157,s2,S 70,6,30693,61.386,0.6880000000000024,0
168,s2,S 70,6,32734,65.468,0.5799999999999983,0
183,s2,S 70,6,35591,71.182,0.4440000000000026,0
196,s2,S 70,6,38037,76.074,0.32800000000000296,0
220,s2,S 70,6,42527,85.054,0.10999999999999943,0
249,s2,S 70,6,48235,96.47,0.6580000000000013,0
271,s2,S 70,6,52314,104.628,0.4479999999999933,0
286,s2,S 70,6,55172,110.344,0.3159999999999883,0
290,s2,S 70,6,55986,111.972,0.27199999999999136,0
