,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S131,3,1875,3.75,0.71,1
12,response,S131,3,3485,6.97,0.1299999999999999,1
20,response,S131,3,5052,10.104,0.5279999999999987,1
26,response,S131,3,5982,11.964,0.11000000000000121,1
30,response,S131,3,6731,13.462,0.6280000000000001,1
47,response,S131,3,9538,19.076,0.5259999999999998,1
72,response,S131,3,14448,28.896,0.31400000000000006,1
79,response,S131,3,15757,31.514,0.4319999999999986,1
98,response,S131,3,19395,38.79,0.17799999999999727,1
105,response,S131,3,20627,41.254,0.13400000000000034,1
111,response,S131,3,21518,43.036,0.014000000000002899,1
118,response,S131,3,23055,46.11,0.6360000000000028,1
125,response,S131,3,23971,47.942,0.015999999999998238,1
128,response,S131,3,24658,49.316,0.5760000000000005,1
141,response,S131,3,27498,54.996,0.5060000000000002,1
152,response,S131,3,29494,58.988,0.3100000000000023,1
157,response,S131,3,30372,60.744,0.39800000000000324,1
164,response,S131,3,31527,63.054,0.20000000000000284,1
185,response,S131,3,35667,71.334,0.12000000000000455,1
190,response,S131,3,36546,73.092,0.20999999999999375,1
195,response,S131,3,37325,74.65,0.09000000000000341,1
204,response,S131,3,38973,77.946,0.04399999999999693,1
213,response,S131,3,40684,81.368,0.12599999999999056,1
225,response,S131,3,43033,86.066,0.6140000000000043,1
232,response,S131,3,44271,88.542,0.6099999999999994,1
241,response,S131,3,45902,91.804,0.5280000000000058,1
274,response,S131,3,52409,104.818,0.16599999999999682,1
295,response,S131,3,56523,113.046,0.036000000000001364,1
313,response,S131,3,60148,120.296,0.5720000000000027,1
