,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
26,s1,S  4,4,5491,10.982,0.6499999999999986,0
45,s1,S  4,4,9253,18.506,0.012000000000000455,0
73,s1,S  4,4,14270,28.54,0.2539999999999978,0
107,s1,S  4,4,20541,41.082,0.5640000000000001,0
113,s1,S  4,4,21794,43.588,0.6219999999999999,0
119,s1,S  4,4,23048,46.096,0.6779999999999973,2
133,s1,S  4,4,25557,51.114,0.8019999999999996,0
149,s1,S  4,4,28483,56.966,0.12199999999999989,0
182,s1,S  4,4,34336,68.672,0.4099999999999966,0
200,s1,S  4,4,37678,75.356,0.5619999999999976,0
258,s1,S  4,4,48130,96.26,0.25,0
262,s1,S  4,4,48962,97.924,0.2820000000000107,0
282,s1,S  4,4,52724,105.448,0.465999999999994,2
289,s1,S  4,4,53980,107.96,0.5279999999999916,0
317,s1,S  4,4,59413,118.826,0.7939999999999969,0
