,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s1,S  5,5,498,0.996,0.0,0
3,s1,S  5,5,1752,3.504,0.8319999999999999,1
14,s1,S  5,5,3841,7.682,0.5020000000000007,1
21,s1,S  5,5,5095,10.19,0.5599999999999987,1
34,s1,S  5,5,7605,15.21,0.6800000000000015,1
39,s1,S  5,5,8443,16.886,0.727999999999998,1
51,s1,S  5,5,10532,21.064,0.006000000000000227,1
68,s1,S  5,5,13876,27.752,0.16600000000000037,1
83,s1,S  5,5,16800,33.6,0.3100000000000023,1
88,s1,S  5,5,17637,35.274,0.34600000000000364,1
97,s1,S  5,5,19310,38.62,0.4299999999999997,1
106,s1,S  5,5,20979,41.958,0.5079999999999956,1
111,s1,S  5,5,21816,43.632,0.5479999999999947,1
120,s1,S  5,5,23489,46.978,0.6280000000000001,1
133,s1,S  5,5,25998,51.996,0.7540000000000049,1
138,s1,S  5,5,26834,53.668,0.7920000000000016,0
145,s1,S  5,5,28088,56.176,0.036000000000001364,1
156,s1,S  5,5,30175,60.35,0.12400000000000233,1
161,s1,S  5,5,31014,62.028,0.17199999999999704,1
168,s1,S  5,5,32265,64.53,0.22400000000000375,1
175,s1,S  5,5,33522,67.044,0.2980000000000018,0
182,s1,S  5,5,34775,69.55,0.35599999999999454,1
187,s1,S  5,5,35611,71.222,0.39799999999999613,1
200,s1,S  5,5,38119,76.238,0.5100000000000051,1
225,s1,S  5,5,43132,86.264,0.75,1
240,s1,S  5,5,45641,91.282,0.057999999999992724,1
261,s1,S  5,5,49824,99.648,0.2639999999999958,1
274,s1,S  5,5,52333,104.666,0.3819999999999908,1
293,s1,S  5,5,56091,112.182,0.5600000000000023,1
300,s1,S  5,5,57345,114.69,0.6140000000000043,0
304,s1,S  5,5,58184,116.368,0.6619999999999919,1
