,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 66,2,2170,4.34,0.4119999999999999,0
9,s2,S 66,2,2984,5.968,0.3780000000000001,0
39,s2,S 66,2,8287,16.574,0.11600000000000321,0
55,s2,S 66,2,11554,23.108,0.7920000000000016,0
63,s2,S 66,2,13185,26.37,0.7160000000000011,0
97,s2,S 66,2,19712,39.424,0.39000000000000057,0
137,s2,S 66,2,27057,54.114,0.031999999999996476,0
161,s2,S 66,2,31545,63.09,0.642000000000003,0
177,s2,S 66,2,34397,68.794,0.49799999999999045,0
186,s2,S 66,2,36030,72.06,0.41800000000000637,0
210,s2,S 66,2,40519,81.038,0.2079999999999984,0
233,s2,S 66,2,44600,89.2,0.0040000000000048885,0
247,s2,S 66,2,47456,94.912,0.6980000000000075,0
260,s2,S 66,2,49901,99.802,0.5800000000000125,0
271,s2,S 66,2,51942,103.884,0.47799999999999443,0
289,s2,S 66,2,55208,110.416,0.3259999999999934,0
300,s2,S 66,2,57246,114.492,0.21600000000000819,0
315,s2,S 66,2,60100,120.2,0.07600000000000762,0
