,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
9,s2,S 69,5,2778,5.556,0.3780000000000001,0
18,s2,S 69,5,4406,8.812,0.28800000000000026,0
27,s2,S 69,5,6038,12.076,0.20800000000000018,0
45,s2,S 69,5,9304,18.608,0.05000000000000071,0
57,s2,S 69,5,11749,23.498,0.7639999999999993,0
117,s2,S 69,5,22768,45.536,0.23000000000000398,0
128,s2,S 69,5,24804,49.608,0.11999999999999744,0
151,s2,S 69,5,29293,58.586,0.740000000000002,0
179,s2,S 69,5,34191,68.382,0.3440000000000083,0
191,s2,S 69,5,36228,72.456,0.402000000000001,0
212,s2,S 69,5,40308,80.616,0.20199999999999818,0
218,s2,S 69,5,41535,83.07,0.14599999999998658,0
231,s2,S 69,5,43981,87.962,0.02200000000000557,0
244,s2,S 69,5,46431,92.862,0.7419999999999902,0
250,s2,S 69,5,47652,95.304,0.6760000000000019,0
258,s2,S 69,5,49287,98.574,0.6059999999999945,0
267,s2,S 69,5,50920,101.84,0.5200000000000102,0
284,s2,S 69,5,54183,108.366,0.3640000000000043,0
312,s2,S 69,5,59486,118.972,0.09599999999998943,0
