,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
7,s1,S  4,4,2454,4.908,0.492,0
19,s1,S  4,4,4546,9.092,0.5999999999999996,0
122,s1,S  4,4,22937,45.874,0.6600000000000037,0
188,s1,S  4,4,34641,69.282,0.40800000000000125,0
209,s1,S  4,4,38404,76.808,0.5840000000000032,0
220,s1,S  4,4,40491,80.982,0.6839999999999975,0
229,s1,S  4,4,42162,84.324,0.7620000000000005,0
237,s1,S  4,4,43833,87.666,0.01999999999999602,0
278,s1,S  4,4,51361,102.722,0.3919999999999959,0
295,s1,S  4,4,54704,109.408,0.5480000000000018,0
308,s1,S  4,4,57211,114.422,0.6700000000000017,0
