,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
22,s1,S  2,2,4862,9.724,0.620000000000001,0
35,s1,S  2,2,7367,14.734,0.7319999999999993,2
49,s1,S  2,2,9875,19.75,0.038000000000000256,0
59,s1,S  2,2,11966,23.932,0.13599999999999923,0
63,s1,S  2,2,12801,25.602,0.1720000000000006,0
76,s1,S  2,2,15312,30.624,0.3059999999999974,0
86,s1,S  2,2,17400,34.8,0.40399999999999636,0
111,s1,S  2,2,21997,43.994,0.6180000000000021,0
115,s1,S  2,2,22835,45.67,0.6580000000000013,0
147,s1,S  2,2,28684,57.368,0.1180000000000021,0
163,s1,S  2,2,31610,63.22,0.259999999999998,0
258,s1,S  2,2,48333,96.666,0.2539999999999907,0
262,s1,S  2,2,49168,98.336,0.28999999999999204,0
308,s1,S  2,2,57529,115.058,0.6940000000000026,2
317,s1,S  2,2,59201,118.402,0.769999999999996,0
