,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,response,S134,6,1810,3.62,0.6060000000000003,1
12,response,S134,6,3439,6.878,0.16000000000000014,1
21,response,S134,6,5123,10.246,0.2680000000000007,1
26,response,S134,6,5970,11.94,0.3279999999999994,1
37,response,S134,6,8030,16.06,0.36799999999999855,1
50,response,S134,6,10583,21.166,0.5779999999999994,1
61,response,S134,6,12347,24.694,0.021999999999998465,1
86,response,S134,6,17263,34.526,0.06400000000000006,1
93,response,S134,6,18579,37.158,0.25,1
102,response,S134,6,20152,40.304,0.13000000000000256,1
113,response,S134,6,22282,44.564,0.30799999999999983,1
118,response,S134,6,23133,46.266,0.3780000000000001,1
125,response,S134,6,24321,48.642,0.3100000000000023,1
148,response,S134,6,28957,57.914,0.5579999999999998,1
164,response,S134,6,31922,63.844,0.006000000000000227,1
175,response,S134,6,34051,68.102,0.1839999999999975,1
194,response,S134,6,37707,75.414,0.1560000000000059,1
209,response,S134,6,40600,81.2,0.22800000000000864,1
214,response,S134,6,41477,82.954,0.35199999999998965,1
227,response,S134,6,44072,88.144,0.6460000000000008,1
237,response,S134,6,46127,92.254,0.6240000000000094,1
244,response,S134,6,47410,94.82,0.6799999999999926,1
259,response,S134,6,50232,100.464,0.4719999999999942,1
267,response,S134,6,51574,103.148,0.14799999999999613,1
276,response,S134,6,53199,106.398,0.13599999999999568,1
297,response,S134,6,57372,114.744,0.3199999999999932,1
304,response,S134,6,58620,117.24,0.36999999999999034,1
