,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 65,1,2334,4.668,0.41000000000000014,0
9,s2,S 65,1,3150,6.3,0.3719999999999999,0
30,s2,S 65,1,6824,13.648,0.1980000000000004,0
36,s2,S 65,1,8045,16.09,0.129999999999999,0
111,s2,S 65,1,21509,43.018,0.3059999999999974,0
127,s2,S 65,1,24365,48.73,0.16599999999999682,0
144,s2,S 65,1,27629,55.258,0.0040000000000048885,0
167,s2,S 65,1,31707,63.414,0.6360000000000028,0
191,s2,S 65,1,36199,72.398,0.4239999999999924,0
205,s2,S 65,1,38644,77.288,0.2980000000000018,0
209,s2,S 65,1,39460,78.92,0.2639999999999958,0
260,s2,S 65,1,48846,97.692,0.637999999999991,0
287,s2,S 65,1,53741,107.482,0.40399999999999636,0
296,s2,S 65,1,55372,110.744,0.31799999999999784,0
318,s2,S 65,1,59454,118.908,0.12000000000000455,0
