,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
136,response,S132,4,52833,52.833,0.4510000000000005
223,response,S132,4,85793,85.793,0.24399999999999977
241,response,S132,4,92045,92.045,0.3689999999999998
