,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
128,response,S131,3,49087,49.087,0.14300000000000068
298,response,S131,3,111072,111.072,0.10600000000000875
319,response,S131,3,118535,118.535,0.0379999999999967
