,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
70,response,S131,3,27512,27.512,0.46999999999999886
82,response,S131,3,31751,31.751,0.5280000000000022
225,response,S131,3,84844,84.844,0.022999999999996135
248,response,S131,3,93865,93.865,0.06199999999999761
