,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s1,S  3,3,1233,1.233,0.41900000000000015,0
3,s1,S  3,3,2070,2.07,0.4169999999999998,0
13,s1,S  3,3,4157,4.157,0.2490000000000001,1
20,s1,S  3,3,5411,5.411,0.27999999999999936,1
54,s1,S  3,3,12102,12.102,0.03500000000000014,1
69,s1,S  3,3,15025,15.025,0.10400000000000098,1
94,s1,S  3,3,20044,20.044,0.22500000000000142,1
103,s1,S  3,3,21714,21.714,0.2629999999999981,1
112,s1,S  3,3,23389,23.389,0.3049999999999997,1
121,s1,S  3,3,25060,25.06,0.347999999999999,1
183,s1,S  3,3,37596,37.596,0.23399999999999466,1
194,s1,S  3,3,39689,39.689,0.28600000000000136,1
201,s1,S  3,3,40942,40.942,0.31400000000000006,1
205,s1,S  3,3,41778,41.778,0.33500000000000085,0
212,s1,S  3,3,43033,43.033,0.3689999999999998,1
221,s1,S  3,3,44704,44.704,0.4070000000000036,1
230,s1,S  3,3,45958,45.958,0.030000000000001137,1
235,s1,S  3,3,46796,46.796,0.05100000000000193,1
244,s1,S  3,3,48468,48.468,0.09100000000000108,1
253,s1,S  3,3,50136,50.136,0.1290000000000049,1
258,s1,S  3,3,50973,50.973,0.1460000000000008,1
275,s1,S  3,3,54318,54.318,0.23099999999999454,1
284,s1,S  3,3,55992,55.992,0.2710000000000008,1
289,s1,S  3,3,56827,56.827,0.2890000000000015,1
294,s1,S  3,3,57663,57.663,0.30999999999999517,1
