,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
10,s2,S 73,9,2728,2.728,0.19100000000000028,0
24,s2,S 73,9,5174,5.174,0.12900000000000045,0
59,s2,S 73,9,11702,11.702,0.3849999999999998,0
72,s2,S 73,9,14150,14.15,0.3260000000000005,0
102,s2,S 73,9,19453,19.453,0.19200000000000017,0
183,s2,S 73,9,33731,33.731,0.2600000000000051,0
201,s2,S 73,9,36998,36.998,0.18199999999999505,0
210,s2,S 73,9,38629,38.629,0.14399999999999835,0
237,s2,S 73,9,43525,43.525,0.022999999999996135,0
248,s2,S 73,9,45974,45.974,0.3819999999999979,0
258,s2,S 73,9,48013,48.013,0.33200000000000074,0
264,s2,S 73,9,49235,49.235,0.2959999999999994,0
277,s2,S 73,9,51686,51.686,0.24199999999999733,0
297,s2,S 73,9,55354,55.354,0.1490000000000009,0
314,s2,S 73,9,58621,58.621,0.07000000000000028,0
