,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
100,response,S132,4,41064,41.064,0.2469999999999999
284,response,S132,4,107603,107.603,0.3960000000000008
294,response,S132,4,111007,111.007,0.541000000000011
