,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s1,S  9,9,3688,3.688,0.4710000000000001,2
14,s1,S  9,9,7034,7.034,0.5539999999999994,2
45,s1,S  9,9,17907,17.907,0.0030000000000001137,0
68,s1,S  9,9,26269,26.269,0.1999999999999993,2
82,s1,S  9,9,31282,31.282,0.31899999999999906,0
107,s1,S  9,9,40480,40.48,0.5389999999999944,0
121,s1,S  9,9,45492,45.492,0.6559999999999988,0
134,s1,S  9,9,50512,50.512,0.786999999999999,0
144,s1,S  9,9,53849,53.849,0.0379999999999967,0
148,s1,S  9,9,55521,55.521,0.07699999999999818,0
161,s1,S  9,9,60545,60.545,0.2049999999999983,0
168,s1,S  9,9,63051,63.051,0.267000000000003,0
175,s1,S  9,9,65560,65.56,0.3230000000000075,0
220,s1,S  9,9,82274,82.274,0.7240000000000038,0
250,s1,S  9,9,92309,92.309,0.1529999999999916,0
259,s1,S  9,9,95655,95.655,0.2289999999999992,0
269,s1,S  9,9,99834,99.834,0.32900000000000773,0
276,s1,S  9,9,102345,102.345,0.39799999999999613,0
288,s1,S  9,9,107354,107.354,0.5040000000000049,0
299,s1,S  9,9,111539,111.539,0.6129999999999995,0
314,s1,S  9,9,117392,117.392,0.7530000000000001,0
