,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
14,s2,S 69,5,7289,7.289,0.33199999999999985,0
33,s2,S 69,5,13814,13.814,0.16999999999999993,0
43,s2,S 69,5,17079,17.079,0.08999999999999986,0
52,s2,S 69,5,21157,21.157,0.8140000000000001,0
58,s2,S 69,5,23601,23.601,0.7609999999999992,0
66,s2,S 69,5,26871,26.871,0.6929999999999978,0
79,s2,S 69,5,31764,31.764,0.5679999999999978,0
87,s2,S 69,5,35030,35.03,0.49200000000000443,0
91,s2,S 69,5,36661,36.661,0.44700000000000273,0
100,s2,S 69,5,39922,39.922,0.31700000000000017,0
121,s2,S 69,5,47268,47.268,0.08800000000000097,0
140,s2,S 69,5,54609,54.609,0.006000000000000227,0
157,s2,S 69,5,61142,61.142,0.6850000000000023,0
168,s2,S 69,5,65223,65.223,0.5829999999999984,0
183,s2,S 69,5,70932,70.932,0.4450000000000074,0
200,s2,S 69,5,77461,77.461,0.28699999999999193,0
211,s2,S 69,5,81536,81.536,0.07699999999999818,0
227,s2,S 69,5,87248,87.248,0.04200000000000159,0
237,s2,S 69,5,91328,91.328,0.7800000000000011,0
255,s2,S 69,5,97861,97.861,0.6170000000000044,0
279,s2,S 69,5,106831,106.831,0.4000000000000057,0
283,s2,S 69,5,108466,108.466,0.35999999999999943,0
