,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
135,response,S132,4,53309,53.309,0.5120000000000005
140,response,S132,4,54978,54.978,0.5510000000000019
284,response,S132,4,106795,106.795,0.1419999999999959
322,response,S132,4,121056,121.056,0.5339999999999918
