,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
40,response,S133,5,16259,16.259,0.11500000000000199
109,response,S133,5,43377,43.377,0.1840000000000046
152,response,S133,5,59000,59.0,0.21999999999999886
