,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
106,response,S131,3,39480,39.48,0.0030000000000001137
168,response,S131,3,62937,62.937,0.36599999999999966
315,response,S131,3,116390,116.39,0.18099999999999739
