,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
31,response,S136,8,13490,13.49,0.19100000000000072
58,response,S136,8,23647,23.647,0.5109999999999992
167,response,S136,8,64504,64.504,0.40100000000001046
293,response,S136,8,111483,111.483,0.26600000000000534
