,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
27,s1,S  8,8,12275,12.275,0.6100000000000012,0
34,s1,S  8,8,14783,14.783,0.6649999999999991,0
45,s1,S  8,8,18958,18.958,0.759999999999998,0
62,s1,S  8,8,24813,24.813,0.09399999999999764,0
131,s1,S  8,8,50730,50.73,0.7119999999999962,0
141,s1,S  8,8,54908,54.908,0.8120000000000047,0
164,s1,S  8,8,63262,63.262,0.1839999999999975,0
205,s1,S  8,8,78312,78.312,0.554000000000002,0
229,s1,S  8,8,87515,87.515,0.7810000000000059,0
268,s1,S  8,8,101724,101.724,0.2990000000000066,0
281,s1,S  8,8,106739,106.739,0.416000000000011,0
294,s1,S  8,8,111758,111.758,0.2749999999999915,0
298,s1,S  8,8,113426,113.426,0.5750000000000028,0
