,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
97,response,S136,8,37448,37.448,0.09499999999999886
190,response,S136,8,71630,71.63,0.007999999999995566
249,response,S136,8,94010,94.01,0.23799999999999955
