,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s1,S  2,2,2482,2.482,0.8310000000000002,1
6,s1,S  2,2,4153,4.153,0.4199999999999995,1
13,s1,S  2,2,6663,6.663,0.48600000000000065,1
20,s1,S  2,2,9174,9.174,0.5449999999999999,1
27,s1,S  2,2,11677,11.677,0.5999999999999996,1
34,s1,S  2,2,14188,14.188,0.6640000000000015,1
41,s1,S  2,2,16692,16.692,0.7219999999999995,1
46,s1,S  2,2,18371,18.371,0.7709999999999972,1
54,s1,S  2,2,20875,20.875,0.009000000000000341,1
61,s1,S  2,2,23389,23.389,0.07600000000000051,1
68,s1,S  2,2,25888,25.888,0.12400000000000233,1
73,s1,S  2,2,27560,27.56,0.16399999999999793,1
82,s1,S  2,2,30907,30.907,0.2480000000000011,1
89,s1,S  2,2,33419,33.419,0.3129999999999953,1
112,s1,S  2,2,42613,42.613,0.5300000000000011,1
121,s1,S  2,2,45956,45.956,0.6100000000000065,1
126,s1,S  2,2,47632,47.632,0.6499999999999986,1
138,s1,S  2,2,51811,51.811,0.75,1
143,s1,S  2,2,53480,53.48,0.7839999999999989,1
151,s1,S  2,2,55983,55.983,0.02999999999999403,1
160,s1,S  2,2,59333,59.333,0.11699999999999733,1
165,s1,S  2,2,61008,61.008,0.15800000000000125,1
176,s1,S  2,2,65183,65.183,0.25200000000000955,1
195,s1,S  2,2,72705,72.705,0.4269999999999925,1
204,s1,S  2,2,76048,76.048,0.5109999999999957,1
238,s1,S  2,2,89430,89.43,0.016000000000005343,1
251,s1,S  2,2,94444,94.444,0.1419999999999959,1
257,s1,S  2,2,96113,96.113,0.17199999999999704,1
262,s1,S  2,2,97784,97.784,0.21600000000000819,1
271,s1,S  2,2,101134,101.134,0.2990000000000066,1
280,s1,S  2,2,104478,104.478,0.3819999999999908,1
291,s1,S  2,2,108657,108.657,0.4759999999999991,1
298,s1,S  2,2,111164,111.164,0.5390000000000015,1
307,s1,S  2,2,114510,114.51,0.6180000000000092,1
320,s1,S  2,2,119521,119.521,0.7349999999999994,1
