,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
45,response,S132,4,18983,18.983,1.5670000000000002
131,response,S132,4,50477,50.477,0.4229999999999947
136,response,S132,4,52297,52.297,0.6149999999999949
141,response,S132,4,53876,53.876,0.536999999999999
161,response,S132,4,61088,61.088,0.2220000000000013
259,response,S132,4,99738,99.738,0.4170000000000016
294,response,S132,4,113336,113.336,0.45300000000000296
