,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
83,response,S133,5,31878,31.878,0.036000000000001364
137,response,S133,5,51854,51.854,0.42799999999999727
138,response,S133,5,52847,52.847,0.9930000000000021
189,response,S133,5,71692,71.692,0.22399999999998954
246,response,S133,5,93085,93.085,0.04399999999999693
255,response,S133,5,96293,96.293,0.18900000000000716
