,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
24,s1,S  4,4,5434,10.868,0.6379999999999999,0
45,s1,S  4,4,9197,18.394,0.003999999999997783,0
64,s1,S  4,4,12959,25.918,0.17800000000000082,0
87,s1,S  4,4,17555,35.11,0.3960000000000008,0
105,s1,S  4,4,20899,41.798,0.5600000000000023,0
136,s1,S  4,4,26335,52.67,0.0040000000000048885,0
146,s1,S  4,4,28421,56.842,0.09799999999999898,0
150,s1,S  4,4,29258,58.516,0.1419999999999959,0
159,s1,S  4,4,30930,61.86,0.22800000000000153,0
168,s1,S  4,4,32602,65.204,0.29999999999999716,0
181,s1,S  4,4,35108,70.216,0.41799999999999216,0
185,s1,S  4,4,35945,71.89,0.45999999999999375,0
200,s1,S  4,4,38871,77.742,0.597999999999999,0
247,s1,S  4,4,47231,94.462,0.1880000000000024,0
263,s1,S  4,4,50157,100.314,0.3299999999999983,0
269,s1,S  4,4,51414,102.828,0.39000000000000057,0
289,s1,S  4,4,55176,110.352,0.5739999999999981,0
298,s1,S  4,4,56845,113.69,0.5240000000000009,0
302,s1,S  4,4,57680,115.36,0.6839999999999975,0
