,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
10,s1,S  2,2,3019,6.038,0.5380000000000003,0
17,s1,S  2,2,4273,8.546,0.5919999999999996,0
33,s1,S  2,2,7199,14.398,0.7379999999999995,0
56,s1,S  2,2,11795,23.59,0.129999999999999,0
72,s1,S  2,2,14723,29.446,0.2759999999999998,0
85,s1,S  2,2,17231,34.462,0.402000000000001,0
137,s1,S  2,2,26843,53.686,0.04399999999999693,0
157,s1,S  2,2,30605,61.21,0.2120000000000033,0
171,s1,S  2,2,33534,67.068,0.3640000000000043,0
249,s1,S  2,2,47325,94.65,0.20800000000001262,0
264,s1,S  2,2,50254,100.508,0.347999999999999,0
301,s1,S  2,2,56939,113.878,0.6640000000000015,0
