,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 66,2,1272,2.544,0.8160000000000001,1
8,s2,S 66,2,2496,4.992,0.32399999999999984,1
15,s2,S 66,2,3721,7.442,0.2679999999999998,1
20,s2,S 66,2,4535,9.07,0.21799999999999997,0
26,s2,S 66,2,5759,11.518,0.16000000000000014,0
39,s2,S 66,2,8205,16.41,0.04200000000000159,1
55,s2,S 66,2,11063,22.126,0.5180000000000007,0
61,s2,S 66,2,12287,24.574,0.6820000000000022,1
75,s2,S 66,2,14734,29.468,0.5620000000000012,1
93,s2,S 66,2,17998,35.996,0.4000000000000057,1
102,s2,S 66,2,19631,39.262,0.31400000000000006,0
111,s2,S 66,2,21264,42.528,0.24199999999999733,0
119,s2,S 66,2,22485,44.97,0.17799999999999727,1
124,s2,S 66,2,23303,46.606,0.13400000000000034,1
129,s2,S 66,2,24119,48.238,0.10199999999999676,0
136,s2,S 66,2,25341,50.682,0.03399999999999892,1
140,s2,S 66,2,26157,52.314,0.8100000000000023,1
145,s2,S 66,2,26976,53.952,0.7999999999999972,0
164,s2,S 66,2,30239,60.478,0.6340000000000003,1
172,s2,S 66,2,31460,62.92,0.5720000000000027,1
177,s2,S 66,2,32278,64.556,0.5339999999999918,1
182,s2,S 66,2,33092,66.184,0.49200000000000443,1
189,s2,S 66,2,34316,68.632,0.43200000000000216,1
194,s2,S 66,2,35136,70.272,0.402000000000001,1
201,s2,S 66,2,36356,72.712,0.3340000000000032,1
206,s2,S 66,2,37174,74.348,0.29599999999999227,1
229,s2,S 66,2,41251,82.502,0.0899999999999892,1
239,s2,S 66,2,42885,85.77,0.006000000000000227,1
248,s2,S 66,2,44515,89.03,0.3260000000000076,1
253,s2,S 66,2,45333,90.666,0.7279999999999944,1
274,s2,S 66,2,49003,98.006,0.5460000000000065,1
281,s2,S 66,2,50227,100.454,0.47999999999998977,1
295,s2,S 66,2,52674,105.348,0.3640000000000043,1
317,s2,S 66,2,56755,113.51,0.1600000000000108,1
327,s2,S 66,2,58390,116.78,0.09000000000000341,1
