,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
133,response,S134,6,23939,47.878,0.6599999999999966
181,response,S134,6,31997,63.994,0.17199999999999704
245,response,S134,6,43428,86.856,0.4619999999999891
