,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,response,S133,5,3334,6.668,0.08000000000000007,2
56,response,S133,5,11146,22.292,0.6560000000000024,2
65,response,S133,5,12652,25.304,0.3299999999999983,2
97,response,S133,5,18424,36.848,0.1599999999999966,2
104,response,S133,5,19632,39.264,0.07000000000000028,2
128,response,S133,5,23836,47.672,0.117999999999995,2
172,response,S133,5,31857,63.714,0.27599999999999625,2
199,response,S133,5,36392,72.784,0.15200000000000102,2
206,response,S133,5,37650,75.3,0.15800000000000125,2
228,response,S133,5,41776,83.552,0.058000000000006935,2
240,response,S133,5,44091,88.182,0.480000000000004,2
252,response,S133,5,46326,92.652,0.058000000000006935,2
292,response,S133,5,53937,107.874,0.13400000000000034,2
304,response,S133,5,56079,112.158,0.2360000000000042,2
