,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
180,response,S129,1,33074,66.148,0.12199999999999989
313,response,S129,1,56624,113.248,0.16200000000000614
314,response,S129,1,56666,113.332,0.08399999999998897
