,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
106,response,S136,8,20226,40.452,0.5300000000000011
119,response,S136,8,22714,45.428,0.6099999999999994
124,response,S136,8,23436,46.872,0.4239999999999995
167,response,S136,8,30977,61.954,0.003999999999997783
245,response,S136,8,45123,90.246,0.4679999999999893
