,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference
165,response,S137,9,29910,59.82,0.6199999999999974
197,response,S137,9,35260,70.52,0.009999999999990905
220,response,S137,9,39055,78.11,0.2540000000000049
