,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
24,s2,S 72,8,5076,10.152,0.25,0
28,s2,S 72,8,5893,11.786,0.20599999999999952,0
66,s2,S 72,8,12830,25.66,0.7139999999999986,0
85,s2,S 72,8,16499,32.998,0.5279999999999987,0
142,s2,S 72,8,26702,53.404,0.030000000000001137,0
152,s2,S 72,8,28739,57.478,0.7580000000000027,0
170,s2,S 72,8,32005,64.01,0.6080000000000041,0
186,s2,S 72,8,34860,69.72,0.45999999999999375,0
195,s2,S 72,8,36493,72.986,0.38400000000000034,0
217,s2,S 72,8,40574,81.148,0.1839999999999975,0
240,s2,S 72,8,45060,90.12,0.8020000000000067,0
244,s2,S 72,8,45878,91.756,0.7620000000000005,0
268,s2,S 72,8,50366,100.732,0.5420000000000016,0
276,s2,S 72,8,51997,103.994,0.45600000000000307,0
291,s2,S 72,8,54854,109.708,0.3259999999999934,0
301,s2,S 72,8,56890,113.78,0.21600000000000819,0
316,s2,S 72,8,59747,119.494,0.07800000000000296,0
