,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
17,s1,S  3,3,4001,8.002,0.5760000000000005,0
28,s1,S  3,3,6091,12.182,0.6780000000000008,0
63,s1,S  3,3,12358,24.716,0.15399999999999991,0
128,s1,S  3,3,24480,48.96,0.7360000000000042,0
144,s1,S  3,3,27408,54.816,0.0660000000000025,0
156,s1,S  3,3,29915,59.83,0.18799999999999528,0
165,s1,S  3,3,31590,63.18,0.26599999999999824,0
174,s1,S  3,3,33260,66.52,0.3439999999999941,0
227,s1,S  3,3,42873,85.746,0.7999999999999972,0
239,s1,S  3,3,44966,89.932,0.09600000000000364,0
247,s1,S  3,3,46638,93.276,0.17799999999999727,0
261,s1,S  3,3,49145,98.29,0.2960000000000065,0
276,s1,S  3,3,52071,104.142,0.43200000000000216,0
280,s1,S  3,3,52906,105.812,0.4719999999999942,0
286,s1,S  3,3,54158,108.316,0.5259999999999962,0
294,s1,S  3,3,55829,111.658,0.6039999999999992,0
