,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
13,s2,S 73,9,3433,6.866,0.33000000000000007,2
31,s2,S 73,9,6288,12.576,0.19000000000000128,2
52,s2,S 73,9,9960,19.92,0.008000000000002672,2
87,s2,S 73,9,16079,32.158,0.5480000000000018,2
122,s2,S 73,9,22202,44.404,0.2540000000000049,2
136,s2,S 73,9,24649,49.298,0.12600000000000477,2
146,s2,S 73,9,26279,52.558,0.04999999999999716,0
156,s2,S 73,9,28318,56.636,0.7800000000000011,2
176,s2,S 73,9,31993,63.986,0.5999999999999943,2
186,s2,S 73,9,33623,67.246,0.5219999999999914,2
202,s2,S 73,9,36073,72.146,0.402000000000001,0
243,s2,S 73,9,43007,86.014,0.06199999999999761,2
248,s2,S 73,9,43821,87.642,0.018000000000000682,2
259,s2,S 73,9,45863,91.726,0.7579999999999956,2
273,s2,S 73,9,48311,96.622,0.6380000000000052,2
278,s2,S 73,9,49129,98.258,0.5999999999999943,2
294,s2,S 73,9,51985,103.97,0.45999999999999375,0
303,s2,S 73,9,53615,107.23,0.3760000000000048,2
320,s2,S 73,9,56472,112.944,0.24399999999999977,2
332,s2,S 73,9,58512,117.024,0.1419999999999959,2
