,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
37,response,S136,8,7347,14.694,0.07200000000000095,3
106,response,S136,8,20226,40.452,0.5300000000000011,3
119,response,S136,8,22714,45.428,0.6099999999999994,3
124,response,S136,8,23436,46.872,0.4239999999999995,3
152,response,S136,8,28268,56.536,0.19200000000000017,3
167,response,S136,8,30977,61.954,0.003999999999997783,3
235,response,S136,8,43263,86.526,0.0899999999999892,3
242,response,S136,8,44548,89.096,0.15200000000000102,3
245,response,S136,8,45123,90.246,0.4679999999999893,3
258,response,S136,8,47336,94.672,0.08400000000000318,3
279,response,S136,8,50985,101.97,0.04200000000000159,3
324,response,S136,8,59173,118.346,0.0940000000000083,3
329,response,S136,8,60437,120.874,0.9939999999999998,3
