,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
15,response,S129,1,4048,8.096,0.0860000000000003,3
128,response,S129,1,24364,48.728,0.0940000000000012,3
155,response,S129,1,29069,58.138,0.3059999999999974,3
166,response,S129,1,31201,62.402,0.39000000000000057,3
171,response,S129,1,31959,63.918,0.23400000000000176,3
179,response,S129,1,33430,66.86,0.10599999999999454,3
225,response,S129,1,41668,83.336,0.2600000000000051,3
272,response,S129,1,49836,99.672,0.04200000000000159,3
286,response,S129,1,52429,104.858,0.2079999999999984,3
315,response,S129,1,57535,115.07,0.17599999999998772,3
