,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
9,s1,S  4,4,3777,7.554,0.8220000000000001,0
31,s1,S  4,4,8529,17.058,0.04200000000000159,0
51,s1,S  4,4,13203,26.406,0.17199999999999704,0
55,s1,S  4,4,13994,27.988,0.06400000000000006,0
76,s1,S  4,4,19170,38.34,0.7160000000000011,0
126,s1,S  4,4,29814,59.628,0.0519999999999996,0
135,s1,S  4,4,31979,63.958,0.4339999999999975,0
155,s1,S  4,4,36072,72.144,0.29400000000001114,0
197,s1,S  4,4,44796,89.592,0.5220000000000056,0
212,s1,S  4,4,48254,96.508,0.6859999999999928,0
222,s1,S  4,4,50264,100.528,0.02600000000001046,0
238,s1,S  4,4,54015,108.03,0.29399999999999693,0
264,s1,S  4,4,59650,119.3,0.2539999999999907,0
