,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
17,s2,S 67,3,5430,10.86,0.9499999999999993,0
21,s2,S 67,3,6384,12.768,0.8960000000000008,0
36,s2,S 67,3,9489,18.978,0.240000000000002,0
53,s2,S 67,3,13357,26.714,0.5799999999999983,0
70,s2,S 67,3,17025,34.05,0.48399999999999466,0
92,s2,S 67,3,21523,43.046,0.3440000000000012,0
100,s2,S 67,3,23410,46.82,0.30400000000000205,0
108,s2,S 67,3,25405,50.81,0.12199999999999989,0
127,s2,S 67,3,29443,58.886,0.21000000000000085,0
163,s2,S 67,3,37395,74.79,0.4420000000000073,0
190,s2,S 67,3,43484,86.968,0.6760000000000019,0
226,s2,S 67,3,51219,102.438,0.6340000000000003,0
240,s2,S 67,3,54105,108.21,0.3639999999999901,0
257,s2,S 67,3,57721,115.442,0.21399999999999864,0
