,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
5,s2,S 70,6,2490,4.98,0.17000000000000082,0
15,s2,S 70,6,4968,9.936,0.4740000000000002,0
63,s2,S 70,6,15086,30.172,0.010000000000001563,0
73,s2,S 70,6,17390,34.78,0.347999999999999,0
91,s2,S 70,6,21183,42.366,0.14399999999999835,0
114,s2,S 70,6,26623,53.246,0.7259999999999991,0
142,s2,S 70,6,32682,65.364,0.7520000000000095,0
150,s2,S 70,6,34493,68.986,0.9740000000000038,0
165,s2,S 70,6,37799,75.598,0.3439999999999941,0
169,s2,S 70,6,38750,77.5,0.5759999999999934,0
231,s2,S 70,6,51516,103.032,0.44599999999999795,0
