,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
16,s2,S 66,2,5168,10.336,0.24200000000000088,0
25,s2,S 66,2,7545,15.09,0.8019999999999996,0
33,s2,S 66,2,9343,18.686,0.10600000000000165,0
58,s2,S 66,2,14794,29.588,0.120000000000001,0
64,s2,S 66,2,16331,32.662,0.9499999999999993,2
76,s2,S 66,2,18464,36.928,0.2839999999999989,0
99,s2,S 66,2,24004,48.008,0.9220000000000041,0
126,s2,S 66,2,29633,59.266,0.02599999999999625,0
151,s2,S 66,2,35568,71.136,0.6280000000000001,2
181,s2,S 66,2,42232,84.464,0.980000000000004,2
190,s2,S 66,2,44064,88.128,0.3020000000000067,0
199,s2,S 66,2,46259,92.518,0.5220000000000056,0
227,s2,S 66,2,52292,104.584,0.3299999999999983,0
244,s2,S 66,2,55990,111.98,0.7439999999999998,0
248,s2,S 66,2,56929,113.858,0.7019999999999982,2
