,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 72,8,1382,2.764,0.8319999999999999,0
21,s2,S 72,8,5585,11.17,0.5739999999999998,0
31,s2,S 72,8,8098,16.196,0.11000000000000298,0
48,s2,S 72,8,12264,24.528,0.357999999999997,0
52,s2,S 72,8,13074,26.148,0.07600000000000051,0
118,s2,S 72,8,27845,55.69,0.9179999999999993,0
122,s2,S 72,8,28795,57.59,0.7560000000000002,0
133,s2,S 72,8,31130,62.26,0.3500000000000014,0
139,s2,S 72,8,32476,64.952,0.18999999999999773,0
147,s2,S 72,8,34414,68.828,0.6880000000000024,0
164,s2,S 72,8,38196,76.392,0.14000000000000057,0
217,s2,S 72,8,50029,100.058,0.6040000000000134,0
255,s2,S 72,8,58545,117.09,0.9420000000000073,0
