,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
15,s2,S 66,2,6193,12.386,0.3019999999999996,0
18,s2,S 66,2,7145,14.29,1.0459999999999994,0
39,s2,S 66,2,11763,23.526,0.09199999999999875,0
46,s2,S 66,2,13554,27.108,0.4140000000000015,0
50,s2,S 66,2,14423,28.846,0.3719999999999999,0
67,s2,S 66,2,18174,36.348,0.4339999999999975,0
74,s2,S 66,2,20020,40.04,0.8780000000000001,0
79,s2,S 66,2,20953,41.906,0.03399999999999892,0
95,s2,S 66,2,24588,49.176,0.20600000000000307,0
110,s2,S 66,2,27915,55.83,0.47399999999999665,0
144,s2,S 66,2,35218,70.436,0.12000000000000455,0
148,s2,S 66,2,36369,72.738,0.1460000000000008,0
159,s2,S 66,2,39056,78.112,0.6019999999999897,0
180,s2,S 66,2,43617,87.234,0.4059999999999917,0
199,s2,S 66,2,47824,95.648,0.6319999999999908,0
210,s2,S 66,2,50109,100.218,0.26200000000000045,0
248,s2,S 66,2,58520,117.04,0.8160000000000025,0
