,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
0,s2,S 65,1,1310,2.62,0.0,1
4,s2,S 65,1,2878,5.756,0.8420000000000005,1
24,s2,S 65,1,7802,15.604,0.9199999999999999,1
34,s2,S 65,1,9783,19.566,0.10200000000000031,1
38,s2,S 65,1,10727,21.454,0.7980000000000018,1
45,s2,S 65,1,12099,24.198,0.25,1
59,s2,S 65,1,15349,30.698,0.8500000000000014,1
68,s2,S 65,1,17130,34.26,0.43199999999999505,1
74,s2,S 65,1,18532,37.064,0.6540000000000035,1
81,s2,S 65,1,19844,39.688,0.47400000000000375,1
109,s2,S 65,1,26324,52.648,0.36000000000000654,0
125,s2,S 65,1,30148,60.296,0.8179999999999978,1
130,s2,S 65,1,31038,62.076,0.4540000000000006,1
137,s2,S 65,1,32527,65.054,0.40399999999999636,1
142,s2,S 65,1,33421,66.842,0.1280000000000001,0
149,s2,S 65,1,35148,70.296,0.5420000000000016,0
156,s2,S 65,1,36489,72.978,0.11399999999999011,1
184,s2,S 65,1,42994,85.988,0.12999999999999545,1
196,s2,S 65,1,45925,91.85,0.7439999999999998,1
208,s2,S 65,1,48265,96.53,0.04000000000000625,0
212,s2,S 65,1,49173,98.346,0.8239999999999981,0
218,s2,S 65,1,50461,100.922,0.7279999999999944,0
231,s2,S 65,1,53205,106.41,0.11199999999999477,1
245,s2,S 65,1,56437,112.874,0.4099999999999966,1
257,s2,S 65,1,59175,118.35,0.5379999999999967,0
