,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
2,s2,S 67,3,2170,4.34,0.9239999999999999,1
8,s2,S 67,3,3552,7.104,0.20399999999999974,1
12,s2,S 67,3,4350,8.7,0.7219999999999995,0
16,s2,S 67,3,5411,10.822,1.0079999999999991,1
23,s2,S 67,3,6605,13.21,0.386000000000001,1
32,s2,S 67,3,8642,17.284,0.2099999999999973,1
38,s2,S 67,3,9902,19.804,0.4559999999999995,0
44,s2,S 67,3,11386,22.772,0.38599999999999923,1
52,s2,S 67,3,13061,26.122,0.5219999999999985,1
58,s2,S 67,3,14194,28.388,0.17400000000000304,1
66,s2,S 67,3,16073,32.146,0.8500000000000014,1
98,s2,S 67,3,22805,45.61,0.10199999999999676,1
108,s2,S 67,3,25153,50.306,0.5959999999999965,1
126,s2,S 67,3,29385,58.77,0.7360000000000042,1
135,s2,S 67,3,31246,62.492,0.2959999999999994,1
142,s2,S 67,3,32721,65.442,0.21599999999999397,0
156,s2,S 67,3,35750,71.5,0.2259999999999991,1
161,s2,S 67,3,36792,73.584,0.5220000000000056,1
174,s2,S 67,3,39653,79.306,0.006000000000000227,1
178,s2,S 67,3,40543,81.086,0.5939999999999941,1
183,s2,S 67,3,41404,82.808,0.16600000000001103,1
198,s2,S 67,3,44597,89.194,0.8119999999999976,1
207,s2,S 67,3,46438,92.876,0.3539999999999992,1
225,s2,S 67,3,50643,101.286,0.5619999999999976,1
235,s2,S 67,3,52970,105.94,0.9519999999999982,0
246,s2,S 67,3,55342,110.684,0.465999999999994,1
257,s2,S 67,3,57552,115.104,0.23199999999999932,0
263,s2,S 67,3,59059,118.118,0.18799999999998818,1
269,s2,S 67,3,60396,120.792,0.6640000000000015,0
