,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
6,s1,S  2,2,3316,6.632,0.24799999999999933,0
44,s1,S  2,2,12077,24.154,0.2240000000000002,0
62,s1,S  2,2,16152,32.304,0.3260000000000005,0
71,s1,S  2,2,18268,36.536,0.8160000000000025,0
85,s1,S  2,2,21287,42.574,0.3399999999999963,0
91,s1,S  2,2,22852,45.704,0.6060000000000016,0
95,s1,S  2,2,23728,47.456,0.3300000000000054,0
135,s1,S  2,2,32904,65.808,0.3760000000000048,0
139,s1,S  2,2,33975,67.95,0.8059999999999974,0
155,s1,S  2,2,37669,75.338,0.7119999999999891,0
175,s1,S  2,2,42251,84.502,0.5159999999999911,0
186,s1,S  2,2,44790,89.58,0.19400000000000261,0
217,s1,S  2,2,51833,103.666,0.9579999999999984,0
231,s1,S  2,2,54866,109.732,0.867999999999995,0
239,s1,S  2,2,56367,112.734,0.06199999999999761,0
