,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
3,s1,S  2,2,3645,7.29,1.096,1
29,s1,S  2,2,9700,19.4,0.3639999999999972,1
53,s1,S  2,2,15402,30.804,1.0459999999999994,1
59,s1,S  2,2,16457,32.914,0.2120000000000033,1
89,s1,S  2,2,23525,47.05,0.41799999999999926,1
99,s1,S  2,2,25633,51.266,0.08800000000000097,1
103,s1,S  2,2,26463,52.926,0.6360000000000028,1
115,s1,S  2,2,29117,58.234,0.5020000000000024,1
123,s1,S  2,2,30739,61.478,0.1739999999999995,1
136,s1,S  2,2,33689,67.378,0.6340000000000003,1
164,s1,S  2,2,40462,80.924,0.8560000000000088,1
176,s1,S  2,2,42886,85.772,0.416000000000011,1
183,s1,S  2,2,44476,88.952,0.9279999999999973,1
195,s1,S  2,2,47013,94.026,0.3019999999999925,1
202,s1,S  2,2,48520,97.04,0.3340000000000032,1
220,s1,S  2,2,52615,105.23,0.09199999999999875,1
232,s1,S  2,2,55135,110.27,0.0379999999999967,1
237,s1,S  2,2,56288,112.576,0.35599999999999454,1
242,s1,S  2,2,57123,114.246,0.027999999999991587,0
253,s1,S  2,2,59643,119.286,0.5060000000000002,0
