,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
1,s1,S  6,6,1209,2.418,0.8340000000000001,1
4,s1,S  6,6,2200,4.4,0.8800000000000003,1
15,s1,S  6,6,4714,9.428,0.8480000000000008,0
33,s1,S  6,6,8387,16.774,0.7560000000000002,0
43,s1,S  6,6,10497,20.994,0.16199999999999903,0
56,s1,S  6,6,13508,27.016,0.7379999999999995,0
64,s1,S  6,6,15440,30.88,0.7479999999999976,1
70,s1,S  6,6,16484,32.968,0.3260000000000005,0
80,s1,S  6,6,18520,37.04,0.3399999999999963,0
111,s1,S  6,6,25154,50.308,0.03399999999999892,1
123,s1,S  6,6,27697,55.394,0.6460000000000008,1
131,s1,S  6,6,29173,58.346,0.6479999999999961,0
146,s1,S  6,6,32278,64.556,0.32399999999999807,1
159,s1,S  6,6,34993,69.986,0.018000000000000682,0
164,s1,S  6,6,36053,72.106,0.6899999999999977,0
190,s1,S  6,6,42064,84.128,0.2879999999999967,1
204,s1,S  6,6,45079,90.158,0.016000000000005343,1
215,s1,S  6,6,47718,95.436,0.6840000000000117,1
223,s1,S  6,6,49164,98.328,0.018000000000000682,1
241,s1,S  6,6,53273,106.546,0.6099999999999994,1
254,s1,S  6,6,55943,111.886,0.39399999999999125,1
268,s1,S  6,6,58821,117.642,0.7459999999999951,0
