,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
21,s2,S 67,3,5326,10.652,0.5939999999999994,0
53,s2,S 67,3,12404,24.808,0.16600000000000037,0
68,s2,S 67,3,15597,31.194,0.6980000000000004,0
105,s2,S 67,3,23973,47.946,0.9639999999999986,0
121,s2,S 67,3,27552,55.104,1.0559999999999974,0
125,s2,S 67,3,28524,57.048,0.828000000000003,0
135,s2,S 67,3,30832,61.664,0.4540000000000006,0
154,s2,S 67,3,34914,69.828,0.17799999999999727,0
202,s2,S 67,3,46195,92.39,0.21800000000000352,0
206,s2,S 67,3,47035,94.07,0.3059999999999974,0
209,s2,S 67,3,47887,95.774,0.7800000000000011,0
223,s2,S 67,3,51273,102.546,0.4060000000000059,0
245,s2,S 67,3,55874,111.748,0.054000000000002046,0
253,s2,S 67,3,57768,115.536,0.0040000000000048885,0
