,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
38,response,S130,2,10564,21.128,0.7100000000000009,3
61,response,S130,2,15267,30.534,0.015999999999998238,3
71,response,S130,2,17325,34.65,0.1739999999999995,3
78,response,S130,2,18959,37.918,0.030000000000001137,3
101,response,S130,2,24468,48.936,0.7680000000000007,3
144,response,S130,2,33901,67.802,0.05000000000001137,3
201,response,S130,2,46773,93.546,0.8400000000000034,3
209,response,S130,2,48437,96.874,0.46999999999999886,3
230,response,S130,2,52759,105.518,0.117999999999995,3
256,response,S130,2,58733,117.466,0.7680000000000007,3
