,Stimulus Type,Stimulus Stream,Numbers,Position,Timepoints,Time Difference,Response
12,s2,S 66,2,5001,10.002,0.9440000000000008,0
29,s2,S 66,2,8778,17.556,0.7420000000000009,2
40,s2,S 66,2,11339,22.678,0.6539999999999999,0
58,s2,S 66,2,15268,30.536,0.10600000000000165,0
67,s2,S 66,2,17357,34.714,0.16799999999999926,2
110,s2,S 66,2,27308,54.616,0.0799999999999983,2
114,s2,S 66,2,28204,56.408,0.7240000000000038,0
131,s2,S 66,2,32386,64.772,0.8520000000000039,2
180,s2,S 66,2,43397,86.794,0.4140000000000015,0
191,s2,S 66,2,46138,92.276,0.8960000000000008,2
198,s2,S 66,2,47641,95.282,0.9119999999999919,2
209,s2,S 66,2,49996,99.992,0.1460000000000008,2
221,s2,S 66,2,52750,105.5,0.5900000000000034,2
235,s2,S 66,2,55914,111.828,0.921999999999997,2
